exo-mercat_name,name,host,letter,main_id,binary,ra_official,dec_official,mass,mass_max,mass_min,mass_url,msini,msini_max,msini_min,msini_url,bestmass,bestmass_max,bestmass_min,bestmass_url,bestmass_provenance,p,p_max,p_min,p_url,r,r_max,r_min,r_url,a,a_max,a_min,a_url,e,e_max,e_min,e_url,i,i_max,i_min,i_url,discovery_method,status,status_string,confirmed,discovery_year,final_alias,catalog,angular_separation,angular_separation_flag,binary_mismatch_flag,coordinate_mismatch,coordinate_mismatch_flag,duplicate_flag
KOI-151  b,K00151 b,2MASS J19292994+3737514,b,KOI-151,,292.37476,37.630959,,,,,,,,,,,,,Mass,13.4471896,1.284e-05,1.284e-05,eu,0.454,0.194,0.051,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"TIC 137547180,2MASS J19292994+3737514,KIC 2307199,KOI-151,Gaia DR2 2051836689126867328,Gaia DR3 2051836689126867328,2307199,AP J19292994+3737514,SPOCS 3282",['eu'],[0.0],0,0,,0,0
KOI-160  b,K00160 b,2MASS J19524407+4200472,b,KOI-160,,298.18362,42.01313,,,,,,,,,,,,,Mass,13.73809156,2.082e-05,2.082e-05,eu,0.352,0.14,0.057,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"Gaia DR2 2078414290355210240,KOI-160,Gaia DR3 2078414290355210240,6631721,KIC 6631721,TIC 273778014,2MASS J19524407+4200472",['eu'],[0.0],0,0,,0,0
KOI-177  b,K00177 b,2MASS J19524253+4214133,b,KOI-177,,298.17722,42.237041,,,,,,,,,,,,,Mass,21.06075647,6.256e-05,6.256e-05,eu,0.173,0.03,0.019,eu,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,oec: CONFIRMED,nasa: CONFIRMED",3,2017.0,"KOI-177,Gaia DR2 2078426655561355264,WISEA J195242.54+421413.2,UCAC4 662-080249,WISE J195242.55+421413.3,6803202,TIC 273778951,Gaia DR3 2078426655561355264,KIC 6803202,2MASS J19524253+4214133,SPOCS 3626","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
KOI-182  b,K00182 b,2MASS J19424111+4035566,b,KOI-182,,295.6713,40.59906,,,,,,,,,,,,,Mass,3.479425021,5.83e-07,5.83e-07,eu,1.175,0.483,0.108,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"AP J19424111+4035566,KIC 5376836,2MASS J19424111+4035566,KOI-182,5376836,TIC 184091846,Gaia DR2 2076405620054037120,Gaia DR3 2076405620054037120",['eu'],[0.0],0,0,,0,0
KOI-185  b,K00185 b,2MASS J19444445+3915456,b,KOI-185,,296.18524,39.26268,,,,,,,,,,,,,Mass,23.210509856,2.366e-06,2.366e-06,eu,8.766,3.719,0.664,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"KIC 4178389,Gaia DR3 2073198069763653888,TIC 184417241,4178389,UCAC3 259-166776,2MASS J19444445+3915456,KOI-185,Gaia DR2 2073198069763653888,AP J19444445+3915456",['eu'],[0.0],0,0,,0,0
Kepler-487  c,K00191 c,Kepler-487,c,Kepler-487,,295.2872008333333,41.221958,,,,,,,,,,,,,Mass,2.418405445,2.38e-06,2.38e-06,eu,0.239,0.016,0.044,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,eu: CONFIRMED,oec: CONFIRMED,nasa: CONFIRMED",3,2016.0,"UCAC2  46164113,Kepler-487,TIC 139158696,GSC2.3 N2K5009521,KIC 5972334,KOI-191.01,Gaia DR3 2076692386427776768,KOI-191,KOI-191.04,GSC2 N030331159316,USNO-B1.0 1312-00345702,GSC2 N03033119521,UCAC3 263-168118,WISE J194108.94+411319.0,Gaia DR2 2076692386427776768,K00191.01,2MASS J19410893+4113190,K00191.04","['eu', 'nasa', 'oec']",[0.0],0,0,,0,1
Kepler-487  d,K00191 d,Kepler-487,d,Kepler-487,,295.2872318,41.221958,,,,,,,,,,,,,Mass,0.708620008,1.412e-06,1.412e-06,eu,0.112,0.046,0.011,eu,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED",2,2017.0,"UCAC2  46164113,Kepler-487,TIC 139158696,GSC2.3 N2K5009521,KIC 5972334,KOI-191.01,Gaia DR3 2076692386427776768,KOI-191,KOI-191.04,GSC2 N030331159316,USNO-B1.0 1312-00345702,GSC2 N03033119521,UCAC3 263-168118,WISE J194108.94+411319.0,Gaia DR2 2076692386427776768,K00191.01,2MASS J19410893+4113190,K00191.04","['eu', 'nasa']",[0.0],0,0,,0,0
KOI-198  b,K00198 b,2MASS J19282357+4756269,b,KOI-198,,292.09824,47.940819,,,,,,,,,,,,,Mass,87.24233248,5.464e-05,5.464e-05,eu,1.49,0.231,0.075,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"Gaia DR2 2129257563443042432,Gaia DR3 2129257563443042432,2MASS J19282357+4756269,KIC 10666242,10666242,KOI-198,TIC 26585317",['eu'],[0.0],0,0,,0,0
KOI-210  b,K00210 b,2MASS J19310776+4748022,b,KOI-210,,292.78235,47.800629,,,,,,,,,,,,,Mass,20.927362973,6.447e-06,6.447e-06,eu,1.61,0.756,0.21,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"KOI-210,TIC 63454950,Gaia DR2 2128493643381199872,10602291,2MASS J19310776+4748022,KIC 10602291,Gaia DR3 2128493643381199872",['eu'],[0.0],0,0,,0,0
KOI-211  b,K00211 b,2MASS J19115287+4758195,b,KOI-211,,287.97031,47.972099,,,,,,,,,,,,,Mass,124.03590546,9.705e-05,9.705e-05,eu,0.9287,0.616,0.102,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"TIC 298837598,Gaia DR3 2130994345137692288,SPOCS 4120,10656508,AP J19115287+4758195,KIC 10656508,2MASS J19115287+4758195,Gaia DR2 2130994345137692288,KOI-211",['eu'],[0.0],0,0,,0,0
KOI-212  b,K00212 b,2MASS J19443355+4136114,b,KOI-212,,296.1398,41.60318,,,,,,,,,,,,,Mass,5.695902365,1.531e-06,1.531e-06,eu,0.614,0.245,0.058,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"6300348,2MASS J19443355+4136114,Gaia DR2 2077033303750084992,KOI-212,KIC 6300348,TIC 184424549,Gaia DR3 2077033303750084992",['eu'],[0.0],0,0,,0,0
KOI-215  b,K00215 b,2MASS J19203963+5128021,b,KOI-215,,290.16513,51.467258,,,,,,,,,,,,,Mass,42.94386674,1.792e-05,1.792e-05,eu,5.062,2.089,0.77,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"TIC 267745569,Gaia DR3 2133225082431377792,Gaia DR2 2133225082431377792,2MASS J19203963+5128021,12508335,KOI-215,KIC 12508335",['eu'],[0.0],0,0,,0,0
Kepler-495  c,K00221 c,Kepler-495,c,Kepler-495,,285.9307362,39.0981201,,,,,,,,,,,,,Mass,5.8966109,5.659e-05,5.659e-05,eu,0.071,0.015,0.0054,eu,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED",2,2017.0,"Gaia DR3 2100073393808483328,KIC 3937519,TIC 120692092,WISE J190343.37+390553.2,2MASS J19034336+3905532,KOI-221,Gaia DR2 2100073393808483328,Kepler-495,KOI-221.01,K00221.01","['eu', 'nasa']",[0.0],0,0,,0,0
KOI-225  b,K00225 b,2MASS J19393918+4104289,b,KOI-225,,294.9133,41.074711,,,,,,,,,,,,,Mass,0.838597488,1.46e-07,1.46e-07,eu,2.827,1.135,0.25,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"5801571,2MASS J19393918+4104289,TIC 138724905,KOI-225,KIC 5801571,Gaia DR2 2076679497223216384,Gaia DR3 2076679497223216384",['eu'],[0.0],0,0,,0,0
KOI-227  b,K00227 b,2MASS J18572448+4131091,b,KOI-227,,284.35202,41.519199,,,,,,,,,,,,,Mass,17.65737838,1.528e-05,1.528e-05,eu,0.219,0.024,0.023,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"2MASS J18572448+4131091,** KOI  227AB,UCAC4 658-069565,AP J18572448+4131091,TIC 120252815,KIC 6185476,KOI-227,6185476,WDS J18574+4131AB",['eu'],[0.0],0,0,,0,0
Kepler-501  c,K00239 c,Kepler-501,c,Kepler-501,,297.20154,41.730209,,,,,,,,,,,,,Mass,3.62269606,6.47e-05,6.47e-05,eu,0.129,0.052,0.012,eu,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED",2,2017.0,"KIC 6383785,KOI-239.01,Gaia DR3 2076943796633684352,KOI-239,Gaia DR2 2076943796633684352,K00239.01,TIC 169176340,2MASS J19484837+4143487,Kepler-501","['eu', 'nasa']",[0.0],0,0,,0,0
KOI-247  b,K00247 b,2MASS J18595966+5008484,b,KOI-247,,284.998698,50.14679,,,,,,,,,,,,,Mass,13.81505213,1.965e-05,1.965e-05,eu,0.178,0.022,0.021,eu,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,oec: CONFIRMED,nasa: CONFIRMED",3,2017.0,"Gaia DR3 2132326747070439296,KIC 11852982,Gaia DR2 2132326747070439296,2MASS J18595966+5008484,11852982,KOI-247,TIC 48503881","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
KOI-253  b,K00253 b,2MASS J19021784+4957441,b,KOI-253,,285.57434,49.962269,,,,,,,,,,,,,Mass,6.383163462,6.002e-06,6.002e-06,eu,0.231,0.033,0.033,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"KOI-253,KIC 11752906,2MASS J19021784+4957441,TIC 350814495,Gaia DR2 2132144056342471168,Gaia DR3 2132144056342471168,11752906",['eu'],[0.0],0,0,,0,0
KOI-253  c,K00253 c,2MASS J19021784+4957441,c,KOI-253,,285.57434,49.962269,,,,,,,,,,,,,Mass,20.6181066,0.0001365,0.0001365,eu,0.12,0.018,0.018,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"KOI-253,KIC 11752906,2MASS J19021784+4957441,TIC 350814495,Gaia DR2 2132144056342471168,Gaia DR3 2132144056342471168,11752906",['eu'],[0.0],0,0,,0,0
Kepler-505  c,K00255 c,Kepler-505,c,Kepler-505,,287.85812,42.542629,,,,,,,,,,,,,Mass,13.603082,0.000185,0.000185,eu,0.061,0.0071,0.0071,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"KOI-255,TIC 158631520,Gaia DR2 2102511874378223360,KOI-255.01,K00255.01,Kepler-505,WISE J191125.91+423233.6,2MASS J19112594+4232334,KIC 7021681,Gaia DR3 2102511874378223360",['eu'],[0.0],0,0,,0,0
KOI-256  b,K00256 b,2MASS J19004443+4933553,b,KOI-256,,285.18512,49.565369,,,,,,,,,,,,,Mass,1.378651791,1.29e-06,1.29e-06,eu,150.58,21.51,21.51,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"2MASS J19004443+4933553,11548140,TIC 48528261,Gaia DR3 2132027576829358208,KOI-256,Gaia DR2 2132027576829358208,KIC 11548140",['eu'],[0.0],0,0,,0,0
Kepler-508  c,K00266 c,Kepler-508,c,Kepler-508,,295.40433,42.981422,,,,,,,,,,,,,Mass,47.7436033,0.0002785,0.0002785,eu,0.162,0.071,0.056,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"Gaia DR3 2078008703696509056,WISE J194137.02+425852.8,TIC 271671025,KOI-266,KOI-266.01,SPOCS 3688,K00266.01,Gaia DR2 2078008703696509056,Kepler-508,KIC 7375348,2MASS J19413704+4258531,Gaia DR1 2078008703696509056,TYC 3144-764-1",['eu'],[0.0],0,0,,0,0
KOI-268  b,K00268 b,2MASS J19025471+3830254,b,KOI-268,,285.72879,38.506973,,,,,,,,,,,,,Mass,110.3782896,0.0001913,0.0001913,eu,0.27,0.0054,0.0054,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"TIC 120628862,Gaia DR2 2100020484108391808,SPOCS 3332,Gaia DR3 2100020484108391808,3425851,2MASS J19025471+3830254,KIC 3425851,Gaia DR1 2100020479807986432,KOI-268,TYC 3120-887-1",['eu'],[0.0],0,0,,0,0
KOI-269  b,K00269 b,Kepler-1713,b,KOI-269,,287.3456737,43.3783894,,,,,,,,,,,,,Mass,18.01167665,5.731e-05,5.731e-05,eu,0.156,0.0027,0.0027,eu,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2017.0,"GSC 03132-00651,TYC 3132-651-1,AP J19092297+4322421,TIC 158432813,Gaia DR2 2105620159389754624,2MASS J19092297+4322421,7670943,KIC 7670943,KOI-269,SPOCS 3720,Gaia DR1 2105620155091738624,Gaia DR3 2105620159389754624","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-131  d,K00283 d,Kepler-131,d,Kepler-131,,288.53082,40.942299,,,,,,,,,,,,,Mass,9.48814747,6.148e-05,6.148e-05,eu,0.065,0.012,0.0054,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"AP J19140739+4056322,WISE J191407.40+405632.4,SPOCS 2240,KOI-283.02,KIC 5695396,TIC 121660708,KOI-283,Gaia DR2 2102110174677569664,KOI-283.01,2MASS J19140739+4056322,K00283.01,K00283.02,SPOCS 3040,Gaia DR3 2102110174677569664,TYC 3125-483-1,Kepler-131",['eu'],[0.0],0,0,,0,0
Kepler-511  b,K00289 b,Kepler-511,b,Kepler-511,,282.9455384,47.575,,,,,,,,,,,,,Mass,296.637865,0.0004472,0.0004472,2016ApJ...822...86M,0.567,0.125,0.091,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2016.0,"Gaia DR3 2107644188496163200,WISE J185146.93+473429.7,KIC 10386922,KOI-289,2MASS J18514696+4734295,KOI-289.02,SPOCS 4084,Gaia DR2 2107644188496163200,Kepler-511,K00289.02,AP J18514696+4734295,TIC 164456037","['eu', 'nasa', 'oec']",[0.0],0,0,,0,1
Kepler-515  c,K00298 c,Kepler-515,c,Kepler-515,,290.49426,52.055519,,,,,,,,,,,,,Mass,57.3839668,0.0002901,0.0002901,eu,0.15,0.0,0.0,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"KOI-298,K00298.01,WDS J19220+5203AB,Kepler-515,2MASS J19215853+5203201,KOI-298.01,KIC 12785320,** KOI  298AB,TIC 406997913,WISE J192158.54+520319.4,UCAC4 711-064115",['eu'],[0.0],0,0,,0,0
Kepler-518  c,K00304 c,Kepler-518,c,Kepler-518,,287.08997,41.373878,,,,,,,,,,,,,Mass,5.5181712,7.216e-05,7.216e-05,eu,0.0937,0.037,0.035,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"KIC 6029239,2MASS J19082159+4122259,KOI-304.01,K00304.01,Gaia DR2 2100906140725803392,SPOCS 3552,TIC 121112251,WISE J190821.60+412225.6,KOI-304,Kepler-518,Gaia DR3 2100906140725803392",['eu'],[0.0],0,0,,0,0
KOI-308  b,K00308 b,Kepler-1715,b,KOI-308,,293.9291666666666,41.602871,,,,,,,,,,,,,Mass,35.59713982,4.593e-05,4.593e-05,eu,0.266,0.037,0.018,eu,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2017.0,"TIC 138431008,KIC 6291837,KOI-308,AP J19354313+4136103,2MASS J19354313+4136103,SPOCS 3568,Gaia DR3 2077420842932795776,Gaia DR2 2077420842932795776,6291837,TYC 3143-1222-1","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
KOI-315  b,K00315 b,2MASS J19490525+4319599,b,KOI-315,,297.27188,43.3330644,,,,,,,,,,,,,Mass,35.58355458,3.365e-05,3.365e-05,eu,0.21,0.0089,0.012,eu,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2017.0,"2MASS J19490525+4319599,KOI-315,7700622,Gaia DR2 2078735519547912832,Gaia DR3 2078735519547912832,SPOCS 3714,TIC 273035189,KIC 7700622","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-139  d,K00316 d,Kepler-139,d,Kepler-139,,282.39194,43.889351,,,,,,,,,,,,,Mass,7.305699922,9.109e-06,9.109e-06,eu,0.174,0.033,0.023,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"2MASS J18493406+4353216,WISE J184934.03+435320.8,Gaia DR3 2105362903731391744,Gaia DR2 2105362903731391744,TIC 123450224,KOI-316.02,KIC 8008067,K00316.02,KOI-316.01,SPOCS 3755,KOI-316,AP J18493406+4353216,Kepler-139,K00316.01",['eu'],[0.0],0,0,,0,0
KOI-319  b,K00319 b,2MASS J19202820+4452225,b,KOI-319,,290.11752,44.87294,,,,,,,,,,,,,Mass,46.1511692,2.991e-05,2.991e-05,eu,0.9483,0.035,0.036,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"8684730,KOI-319,TYC 3146-289-1,Gaia DR3 2127045311688712832,2MASS J19202820+4452225,Gaia DR1 2127045307387620096,KIC 8684730,AP J19202820+4452225,Gaia DR2 2127045311688712832,SPOCS 3848,TIC 159303995",['eu'],[0.0],0,0,,0,0
2MASS J19063738+4647008  b,K00326 b,2MASS J19063738+4647008,b,2MASS J19063738+4647008,,286.65604,46.783543,,,,,,,,,,,,,Mass,8.97347856,1.634e-05,1.634e-05,eu,3.128,0.578,0.797,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"9880467,2MASS J19063738+4647008,AP J19063738+4647008",['eu'],[0.0],0,0,,0,0
2MASS J19063738+4647008  c,K00326 c,2MASS J19063738+4647008,c,2MASS J19063738+4647008,,286.65604,46.783543,,,,,,,,,,,,,Mass,108.540322,0.001359,0.001359,eu,3.015,0.557,0.77,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"9880467,2MASS J19063738+4647008,AP J19063738+4647008",['eu'],[0.0],0,0,,0,0
Kepler-526  c,K00332 c,Kepler-526,c,Kepler-526,,297.65094,47.39629,,,,,,,,,,,,,Mass,6.8667851,0.0001038,0.0001038,eu,0.072,0.016,0.011,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"KOI-332.01,Gaia DR2 2086398222240415616,2MASS J19503622+4723466,WISE J195036.22+472346.4,TIC 273377282,KIC 10290666,Gaia DR3 2086398222240415616,K00332.01,KOI-332,SPOCS 4070,Kepler-526",['eu'],[0.0],0,0,,0,0
Kepler-528  c,K00337 c,Kepler-528,c,Kepler-528,,295.68481,47.748081,,,,,,,,,,,,,Mass,154.607419,0.004279,0.004279,eu,0.139,0.057,0.012,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"2MASS J19424435+4744530,K00337.01,KOI-337.01,WISE J194244.36+474453.1,TIC 271877680,KIC 10545066,Kepler-528,SPOCS 4100,Gaia DR3 2080650559563974144,Gaia DR2 2080650559563974144,KOI-337",['eu'],[0.0],0,0,,0,0
Kepler-529  d,K00339 d,Kepler-529,d,Kepler-529,,285.8884067,47.880364,,,,,,,,,,,,,Mass,35.8657306,0.0003418,0.0003418,eu,0.144,0.055,0.011,eu,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED",2,2017.0,"TIC 158108219,WISE J190333.21+475249.2,LAMOST J190333.19+475249.0,KOI-339,UCAC4 690-065147,KOI-339.02,2MASS J19033320+4752493,K00339.01,Gaia DR3 2131505514964760832,Kepler-529,SPOCS 4111,KIC 10587105,K00339.02,KOI-339.01,Gaia DR2 2131505514964760832","['eu', 'nasa']",[0.0],0,0,,0,0
KOI-350  b,K00350 b,2MASS J19112674+4915520,b,KOI-350,,287.86142,49.264462,,,,,,,,,,,,,Mass,12.99063496,2.085e-05,2.085e-05,eu,0.193,0.079,0.025,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"TIC 298836002,11395587,KIC 11395587,Gaia DR3 2132749406213494400,Gaia DR2 2132749406213494400,2MASS J19112674+4915520,KOI-350,SPOCS 4223",['eu'],[0.0],0,0,,0,0
Kepler-90  h,K00351 h,Kepler-90,h,Kepler-90,,284.4334642,49.305161,,,,,,,,,,,,,Mass,331.60059,0.00037,0.00037,2014ApJ...781...18C,1.008,0.089,0.089,2014ApJ...781...18C,1.01,0.11,0.11,2014ApJ...781...18C,,,,,89.6,1.3,1.3,2014ApJ...781...18C,Transit,CONFIRMED,"eu: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2013.0,"SPOCS 4225,KOI-351,GSC2.3 N2EM001018,Kepler-90,Gaia DR2 2132193431285570304,USNO-A2.0 1350-10067455,TIC 267667295,KIC 11442793,Gaia DR3 2132193431285570304,2MASS J18574403+4918185","['eu', 'nasa', 'oec']",[0.0],0,0,,0,1
KOI-353  b,K00353 b,2MASS J19405104+4933438,b,KOI-353,,295.2126472,49.56218,,,,,,,,,,,,,Mass,152.1059397,0.0002082,0.0002082,eu,0.86,0.533,0.135,eu,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,oec: CONFIRMED,nasa: CONFIRMED",3,2017.0,"AP J19405104+4933438,Gaia DR3 2134842189160723072,TIC 27396246,11566064,2MASS J19405104+4933438,KOI-353,Gaia DR2 2134842189160723072,KIC 11566064","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
KOI-353  c,K00353 c,2MASS J19405104+4933438,c,KOI-353,,295.21268,49.56218,,,,,,,,,,,,,Mass,30.6529373,0.0001475,0.0001475,eu,0.212,0.133,0.033,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"AP J19405104+4933438,Gaia DR3 2134842189160723072,TIC 27396246,11566064,2MASS J19405104+4933438,KOI-353,Gaia DR2 2134842189160723072,KIC 11566064",['eu'],[0.0],0,0,,0,0
KOI-353  d,K00353 d,2MASS J19405104+4933438,d,KOI-353,,295.21268,49.56218,,,,,,,,,,,,,Mass,11.1622285,0.0001345,0.0001345,eu,0.123,0.077,0.019,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"AP J19405104+4933438,Gaia DR3 2134842189160723072,TIC 27396246,11566064,2MASS J19405104+4933438,KOI-353,Gaia DR2 2134842189160723072,KIC 11566064",['eu'],[0.0],0,0,,0,0
Kepler-534  c,K00354 c,Kepler-534,c,Kepler-534,,296.41855,49.5401,,,,,,,,,,,,,Mass,7.37862283,3.888e-05,3.888e-05,eu,0.0946,0.015,0.0045,eu,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED",2,2017.0,"WISE J194540.61+493223.6,KIC 11568987,AP J19454045+4932243,Gaia DR2 2134886100904948608,TIC 27847148,KOI-354,Gaia DR3 2134886100904948608,K00354.01,Kepler-534,KOI-354.01,2MASS J19454045+4932243,SPOCS 4238","['eu', 'nasa']",[0.0],0,0,,0,0
KOI-364  b,K00364 b,2MASS J19432935+4252521,b,KOI-364,,295.870833343,42.881149,,,,,,,,,,,,,Mass,,,,,0.0509,0.0018,0.0018,eu,0.63,0.03,0.03,eu,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,eu: CANDIDATE",1,2011.0,"Gaia DR2 2077247876015217920,Gaia DR1 2077247876015217920,2MASS J19432935+4252521,KIC 7296438,7296438,SPOCS 3103,Gaia DR3 2077247876015217920,KOI-364,AP J19432935+4252521,TYC 3144-1550-1,GSC 03144-01550,TIC 271965368",['eu'],[0.0],0,0,,0,1
KOI-366  b,K00366 b,2MASS J19263940+3837093,b,KOI-366,,291.66418,38.619255,,,,,,,,,,,,,Mass,75.11221874,2.468e-05,2.468e-05,eu,2.08,0.283,0.49,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"TYC 3134-183-1,AP J19263940+3837093,Gaia DR3 2052736497657069312,3545478,TIC 137318401,Gaia DR1 2052736497657069312,2MASS J19263940+3837093,KOI-366,KIC 3545478,Gaia DR2 2052736497657069312",['eu'],[0.0],0,0,,0,0
Kepler-1656  b,K00367 b,Kepler-1656,b,Kepler-1656,,284.47218625,39.911813527777774,0.15291,0.01321,0.01196,oec,,,,,0.15291,0.01321,0.01196,oec,Mass,31.578659338,7.218e-06,7.218e-06,eu,0.448,0.047,0.047,2018AJ....156..147B,0.1974,0.0026,0.0026,2022AJ....163..227A,0.836,0.013,0.012,oec,89.31,0.47,0.51,2018AJ....156..147B,Transit,CONFIRMED,"eu: CONFIRMED,eu: CONFIRMED,oec: CONFIRMED,nasa: CONFIRMED",3,2017.0,"2MASS J18575331+3954425,AP J18575331+3954425,KIC-4815520,Kepler-1656,KIC 4815520,Gaia DR2 2103392720630278656,KOI-367,KOI-367.01,K00367.01,TYC 3123-1355-1,SPOCS 2999,Gaia DR3 2103392720630278656,Gaia DR1 2103392716333267072,WISE J185753.33+395442.7,TIC 120255950","['eu', 'nasa', 'oec']",[0.0],0,0,,0,1
KOI-371  b,K00371 b,2MASS J19584227+4051233,b,KOI-371,,299.67615,40.856491,,,,,,,,,,,,,Mass,498.39114,0.001768,0.001768,eu,1.728,0.057,0.058,eu,,,,,,,,,,,,,Transit,CONFIRMED,eu: CONFIRMED,1,2017.0,"TIC 172422658,KOI-371,AP J19584227+4051233,SPOCS 3503,Gaia DR2 2075086648470693632,KIC 5652983,5652983,Gaia DR3 2075086648470693632,2MASS J19584227+4051233",['eu'],[0.0],0,0,,0,0
KOI-373  b,K00373 b,2MASS J19285638+4254340,b,KOI-373,,292.23492,42.909458,,,,,,,,,,,,,Mass,135.1878234,0.0003679,0.0003679,eu,0.22,0.045,0.034,eu,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED",2,2017.0,"TIC 63212231,7364176,Gaia DR2 2125814129244571264,2MASS J19285638+4254340,SPOCS 3684,AP J19285638+4254340,KIC 7364176,KOI-373,Gaia DR3 2125814129244571264","['eu', 'nasa']",[0.0],0,0,,0,0
KOI-375  b,K00375 b,Kepler-1704,b,KOI-375,,291.19999999999993,51.14416666666666,4.16,0.29,0.28,2021AJ....162..154D,,,,,4.16,0.29,0.28,2021AJ....162..154D,Mass,988.88112,0.00091,0.00091,2021AJ....162..154D,1.065,0.043,0.041,oec,2.027,0.024,0.03,2021AJ....162..154D,0.921,0.01,0.015,oec,89.0,0.56,0.26,2021AJ....162..154D,Transit,CONFIRMED,"eu: CONFIRMED,oec: CONFIRMED,nasa: CONFIRMED",3,2013.0,"KIC 12356617,SPOCS 4300,2MASS J19244828+5108393,Kepler-1704,KOI-375,12356617,TIC 350738167,Gaia DR2 2136191736602006016,Gaia DR3 2136191736602006016","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
